start;end;actor;recp;bp_actor;bp_recp;label;int_bc;val_actor;val_recp;intention;audio_info
01:00:08:04;01:00:08:07;man;man;hand;arm;fes;wea;pos;pos;ja;
01:00:23:05;01:00:23:22;man;man;hand;arm;weg;wea;neg;neg;ja;
01:00:44:22;01:00:44:23;man;jc;hand;gesicht;fei;str;sneg;sneg;ja;aud narr
01:00:53:23;01:00:55:12;fg;man;bein huefte bauch brust arm schulter;bein huefte bauch brust arm schulter;tac;str;sneg;sneg;ja;aud narr
01:00:56:02;01:00:57:14;fg;man;bein huefte bauch brust arm schulter;bein huefte bauch brust arm schulter;rin;str;sneg;sneg;ja;
01:00:58:20;01:01:01:05;fg;man;hand bein huefte;brust bauch arm schulter bein huefte gesicht;hit;str;sneg;sneg;ja;aud narr
01:01:03:07;01:01:04:22;jc;fg;hand;schulter arm;zie;str;neg;neg;ja;narr
01:01:05:12;01:01:06:16;jc;man;hand;arm brust;tae;str;pos;neg;ja;
01:02:04:14;01:02:06:03;jc;fg;hand;schulter arm;klei;wea;pos;pos;ja;narr
01:02:25:24;01:02:32:01;jc;fg;hand;arm;ein;wea;pos;pos;ja;narr
01:02:27:15;01:02:27:22;jc;fg;hand;arm;klop;wea;pos;pos;ja;aud
01:04:04:18;01:04:05:09;fg;jc;hand;hand;sb;wea;pos;pos;ja;narr
01:04:29:07;01:04:33:21;jc;fg;hand arm brust gesicht hand ruecken;arm schulter brust nacken ruecken gesicht;arm;wea;pos;pos;ja;narr
01:04:30:05;01:04:31:11;fg;jc;hand;nacken;klop;wea;pos;pos;ja;
01:08:31:23;01:08:37:05;men;men;arm schulter huefte bein;arm schulter huefte bein;nah;wea;pos;pos;ja;
01:08:43:24;01:08:51:16;crowd;crowd;arm schulter huefte bein;arm schulter huefte bein;nah;wea;pos;pos;ja;
01:10:52:17;01:10:55:02;dt;fg;hand;schulter;sb;wea;pos;pos;ja;
01:11:09:17;01:11:12:00;women;woman;schulter arm;ruecken;remp;wea;neg;neg;ja;
01:11:12:07;01:11:12:14;woman;dt;hand;kopf;tae;wea;pos;pos;ja;
01:11:21:07;01:11:21:09;woman;dt;hand;kopf;tae;wea;pos;pos;ja;
01:11:23:24;01:11:24:11;woman;dt;hand;kopf;klei;wea;pos;pos;ja;
01:11:26:07;01:11:26:15;woman;dt;hand;kopf;tae;wea;pos;pos;ja;
01:11:34:17;01:11:34:19;woman;woman;hand;brust;klop;wea;pos;pos;ja;
01:11:34:24;01:11:35:20;woman;woman;hand;brust schulter;zie;wea;pos;pos;ja;
01:11:36:02;01:11:36:06;woman;woman;hand;gesicht;sb;wea;pos;neg;nein;
01:11:37:06;01:11:38:09;woman;dt;gesicht;kopf;kuss;wea;spos;pos;ja;
01:11:38:09;01:11:39:19;woman;fg;hand;ruecken schulter;ans;wea;pos;pos;ja;
01:12:33:22;01:12:36:10;women;fg;hand arm;nacken schulter;arm;wea;pos;pos;ja;
01:12:34:15;01:12:36:03;women;fg;gesicht;gesicht;kuss;wea;spos;pos;ja;narr
