start;end;actor;recp;bp_actor;bp_recp;label;int_bc;val_actor;val_recp;intention;audio_info
01:11:26:07;01:11:26:15;woman;dt;hand;kopf;sb;wea;pos;pos;ja;
01:11:37:10;01:11:38:10;woman;dt;gesicht;gesicht;kuss;wea;pos;pos;ja;
01:11:38:09;01:11:39:19;woman;fg;hand;schulter;ans;wea;pos;pos;ja;
01:12:34:17;01:12:36:03;woman;fg;gesicht;gesicht;kuss;wea;pos;pos;ja;narr
01:15:04:14;01:15:07:14;mg;fg;hand;schulter;fes;wea;spos;pos;ja;
01:15:06:15;01:15:06:24;mg;fg;gesicht;gesicht;kuss;wea;spos;spos;ja;aud
01:15:06:22;01:15:08:02;fg;mg;hand;schulter;klop;wea;pos;spos;ja;
01:15:09:02;01:15:11:01;mg;fg;hand;hand;zieh;wea;spos;pos;ja;
01:18:44:03;01:18:45:19;man;jc;hand;ruecken;sb;wea;spos;neg;ja;narr
01:21:40:02;01:21:40:24;fg;dt;hand;hand;haes;str;spos;pos;ja;
01:23:26:11;01:23:27:11;dt;fg;arm;schulter;sb;wea;pos;pos;nein;
01:27:58:10;01:27:58:19;man;woman;hand;hand;haes;wea;pos;pos;ja;
01:30:18:23;01:30:29:22;jc;fg;hand arm gesicht;schulter ruecken gesicht;hug;str;spos;spos;ja;narr
01:30:24:05;01:30:29:22;fg;jc;hand;ruecken;klop;wea;pos;pos;ja;narr
01:31:23:06;01:31:25:22;jc;fg;hand;schulter arm;sb;wea;pos;pos;ja;
01:31:29:10;01:31:30:10;jc;fg;hand;ruecken;tanz;wea;pos;pos;ja;
01:31:29:23;01:31:30:20;fg;jc;hand;ruecken;tanz;wea;pos;pos;ja;
01:31:28:15;01:31:29:05;fg;jc;hand;hand;tanz;wea;pos;pos;ja;
01:31:28:15;01:31:29:05;jc;fg;hand;hand;tanz;wea;pos;pos;ja;
01:31:30:21;01:31:31:23;fg;jc;hand;hand;tanz;wea;pos;pos;ja;
01:31:30:21;01:31:31:23;jc;fg;hand;hand;tanz;wea;pos;pos;ja;
01:31:36:00;01:31:40:09;jc;fg;hand;hand;tanz;wea;pos;pos;ja;
01:31:46:08;01:31:47:23;fg;jc;hand;hand;tanz;wea;pos;pos;ja;
01:31:48:01;01:31:56:08;jc;fg;schulter arm hand;ruecken;nah;wea;pos;spos;ja;narr
01:33:49:23;01:34:11:09;jc;fg;brust;brust;lie;wea;pos;pos;ja;narr
01:33:52:13;01:33:53:10;jc;fg;gesicht;gesicht;kuss;wea;pos;pos;ja;narr aud
01:33:56:17;01:34:09:21;jc;fg;gesicht;gesicht;kuss;wea;pos;pos;ja;narr
01:34:03:11;01:34:09:23;fg;jc;hand arm;ruecken;hug;wea;pos;pos;ja;narr
01:34:10:01;01:34:11:11;fg;jc;hand;schulter arm;sb;wea;pos;pos;ja;
01:34:15:21;01:34:22:15;fg;jc;hand arm;ruecken;hug;wea;pos;pos;ja;narr
01:38:46:14;01:38:46:20;fg;man;arm;arm;sb;wea;pos;pos;nein;
01:38:48:13;01:38:48:17;fg;man;arm;arm;sb;wea;pos;pos;nein;
01:38:49:02;01:38:49:09;fg;man;arm;arm;sb;wea;pos;pos;nein;
01:38:51:17; 01:38:53:10;fg;man;arm;arm;sb;wea;pos;pos;nein;
01:43:24:12;01:43:26:03;jc;fg;brust arm gesicht;brust schulter gesicht;hug;wea;spos;spos;ja;narr
