start;end;actor;recp;bp_actor;bp_recp;label;int_bc;val_actor;val_recp;intention;audio_info
00:50:13;00:50:27;fg;bb;hand arm bauch brust;bein huefte gesaess;fes;str;pos;pos;ja;
00:50:13;00:50:27;bb;fg;arm;nacken schulter;arm;str;pos;pos;ja;
00:50:27;00:50:41;bb;fg;arm;nacken schulter;arm;wea;pos;pos;ja;
00:50:41;00:50:59;bb;fg;arm;nacken schulter;arm;wea;pos;pos;ja;
00:50:42;00:50:49;fg;bb;arm bauch;bein huefte;fes;wea;pos;pos;ja;
00:51:54;00:51:54;dt;fg;hand;hand ;sb;wea;neg;pos;ja;narr
00:52:04;00:52:05;man;dt;hand;hand arm;fes;wea;pos;neg;ja;
00:52:05;00:52:05;man;dt;hand;hand arm;fes;wea;pos;neg;ja;
00:52:06;00:52:07;man;dt;hand;hand arm;fes;wea;pos;neg;ja;
00:52:07;00:52:08;man;dt;hand arm;r「ecken brust;zie;wea;pos;neg;ja;
00:52:08;00:52:13;man;dt;hand arm bauch brust;ruecken gesaess arm schulter ;lag;wea;pos;neg;ja;narr
00:52:13;00:52:20;man;dt;hand arm bauch brust;ruecken gesaess arm schulter ;tra;wea;pos;neg;ja;narr
00:52:10;00:52:20;dt;man;arm schulter ;ruecken schulter;arm;wea;neg;pos;ja;
00:52:20;00:52:21;man;dt;hand arm;ruecken;fes;wea;pos;neg;ja;
00:52:20;00:52:20;dt;man;arm;schulter;arm;wea;neg;pos;ja;
00:55:04;00:55:05;man;fg;hand;nacken;sb;wea;pos;pos;ja;
00:55:05;00:55:07;man;fg;hand;nacken;sb;wea;pos;neg;ja;narr
00:55:10;00:55:20;man;fg;hand;hand;haes;wea;pos;pos;ja;
00:55:52;00:55:52;woman;fg;hand;schulter;zie;wea;pos;neg;ja;
00:55:53;00:55:53;woman;fg;hand;arm;fes;wea;pos;neg;ja;
00:55:53;00:55:56;woman;fg;hand;arm ruecken;fueh;wea;pos;neg;ja;
00:55:56;00:55:56;woman;man;hand;arm;fueh;wea;pos;neg;ja;
00:55:57;00:55:57;woman;fg;hand;arm;fueh;wea;pos;neg;ja;
00:55:56;00:55:58;fg;men;brust arm;schulter arm;ans;wea;neg;neg;nein;
00:55:58;00:55:58;woman;man;hand;arm;sb;wea;pos;pos;ja;
00:56:01;00:56:02;man;fg;hand;huefte;weg;wea;neg;neg;ja;narr
00:56:03;00:56:05;man;fg;hand;ruecken;fueh;wea;neg;neg;ja;
00:56:11;00:56:12;woman;man;hand;schulter;fueh;wea;pos;pos;ja;
00:56:12;00:56:12;man;fg;hand;ruecken;fueh;wea;neg;pos;ja;
00:56:12;00:56:12;woman;man;hand;arm;fueh;wea;pos;pos;ja;
00:56:12;00:56:14;woman;man;hand;arm ruecken;fueh;wea;pos;pos;ja;
00:56:17;00:56:33;men;men;ruecken gesaess;bauch brust;nah;wea;pos;pos;nein;
00:56:17;00:56:17;woman;man;hand;arm;sb;str;pos;pos;ja;
00:56:17;00:56:17;woman;fg;hand;arm;zie;wea;pos;neg;ja;
00:56:18;00:56:18;woman;fg;hand;ruecken;fueh;wea;pos;neg;ja;
00:56:18;00:56:19;woman;fg;hand;arm;zie;wea;pos;neg;ja;narr
00:56:18;00:56:19;woman;fg;hand;schulter;klop;wea;pos;neg;ja;
00:56:18;00:56:19;man;man;schulter arm;schulter arm;ans;wea;pos;pos;nein;
00:56:19;00:56:19;woman;man;hand;ruecken;fueh;wea;pos;pos;ja;
00:56:21;00:56:22;man;fg;hand;schulter;fes;wea;pos;pos;ja;
00:56:56;00:56:56;woman;fg;hand;schulter;fes;wea;pos;pos;ja;
00:56:56;00:56:57;woman;fg;hand;arm;zie;wea;pos;neg;ja;
00:56:58;00:56:58;fg;woman;arm;brust;ans;wea;pos;pos;nein;
00:57:03;00:57:04;man;fg;hand;ruecken;weg;wea;pos;neg;ja;
00:58:13;00:58:13;woman;man;hand;ruecken;sb;wea;neg;neg;ja;
00:58:14;00:58:15;man;man;hand arm brust;ruecken brust arm schulter;fes;str;neg;neg;ja;
00:58:17;00:58:20;crowd;crowd;hand arm kopf ;hand arm kopf;nah;wea;pos;pos;ja;
00:58:27;00:58:29;crowd;crowd;hand arme kopf ;hand arm kopf;nah;wea;pos;pos;ja;
00:58:44;00:58:45;man;fg;hand arm kopf brust;schulter ruecken arm kopf;arm;wea;pos;pos;ja;narr
00:58:45;00:58:54;man;fg;hand arm brust;schulter ruecken arm;arm;wea;pos;pos;ja;
00:58:54;00:58:54;man;fg;hand arm;schulter ruecken;arm;wea;pos;pos;ja;
00:58:55;00:58:56;man;fg;hand arm;schulter ruecken ;arm;wea;pos;pos;ja;
00:59:11;00:59:11;fg;crowd;arm schultern;arm schultern bauch brust;ans;wea;pos;pos;nein;
00:59:14;00:59:16;fg;crowd;hand arme schultern;hand arm schultern bauch brust;ans;wea;pos;pos;nein;
00:59:18;00:59:19;fg;crowd;hand arm schultern;hand arm schultern bauch brust;ans;wea;pos;pos;nein;
00:59:19;00:59:20;fg;crowd;hand arm schultern;hand arm  schultern bauch brust;ans;wea;pos;pos;nein;
00:59:26;00:59:27;fg;jc;arm hand brust bauch schulter;arm brust bauch ruecken schulter;hug;str;spos;spos;ja;narr
00:59:26;00:59:27;jc;fg;arm hand brust bauch schulter;arm brust bauch bauch ruecken;hug;str;spos;spos;ja;
00:59:27;00:59:38;fg;jc;arm hand brust bauch schulter;arm brust bauch ruecken schulter;hug;str;spos;spos;ja;
00:59:27;00:59:38;jc;fg;arm hand brust bauch schulter;arm brust bauch bauch ruecken;hug;str;spos;spos;ja;
00:59:38;00:59:46;jc;fg;arm hand;arm;ein;wea;pos;pos;ja;
00:59:38;00:59:46;fg;jc;arm;arm hand;ein;wea;pos;pos;ja;
